K.	1 0 4 0 36 0 23 0 7 0 2
Ch.	1 0 4 0 22 0 37 0 7 0 2
Ll.	1 0 4 0 22 0 46 0 7 0 2
Rh.	1 0 4 0 55 0 25 0 7 0 2
Ff.	1 0 4 0 22 0 41 0 7 0 2
Ng.	1 0 4 0 22 0 51 0 7 0 2
Th.	1 0 4 0 22 0 59 0 7 0 2
V.	1 0 4 0 40 0 25 0 7 0 2
Z.	1 0 4 0 61 0 22 0 38 0 7 0 2
Dewisodd opsiwn B.	1 0 38 0 22 0 6 0 4 0 64 0 25 0 6 0 56 0 26 0 39 0 3 0 4 0 26 0 53 0 6 0 56 0 74 0 49 0 3 0 4 0 35 0 25 0 7 0 2
Press the letter B now please.	1 0 53 0 84 0 4 0 22 0 56 0 3 0 39 0 30 0 3 0 45 0 4 0 22 0 58 0 34 0 3 0 35 0 4 0 25 0 3 0 49 0 4 0 77 0 3 0 53 0 45 0 4 0 25 0 61 0 7 0 2
The letter B is next.	1 0 39 0 30 0 3 0 45 0 4 0 22 0 58 0 34 0 3 0 35 0 4 0 25 0 3 0 4 0 24 0 61 0 3 0 49 0 4 0 22 0 36 0 56 0 58 0 7 0 2
BBC.	1 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 7 0 2
OK.	1 0 4 0 75 0 36 0 4 0 66 0 7 0 2
S4C a'r BBC.	1 0 4 0 22 0 56 0 3 0 4 0 53 0 22 0 38 0 6 0 64 0 20 0 54 0 3 0 4 0 22 0 36 0 3 0 4 0 20 0 54 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 7 0 2
A55.	1 0 20 0 3 0 4 0 53 0 32 0 47 0 3 0 4 0 38 0 23 0 42 0 3 0 4 0 53 0 32 0 47 0 53 0 7 0 2
HMS.	1 0 4 0 66 0 60 0 3 0 4 0 22 0 47 0 3 0 4 0 22 0 56 0 7 0 2
API.	1 0 4 0 66 0 3 0 4 0 53 0 25 0 3 0 4 0 65 0 7 0 2
TTS.	1 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 7 0 2
USA.	1 0 63 0 29 0 22 0 56 0 4 0 66 0 7 0 2
Mae'r API yn barod.	1 0 4 0 47 0 70 0 54 0 3 0 4 0 66 0 3 0 4 0 53 0 25 0 3 0 4 0 65 0 3 0 30 0 49 0 3 0 4 0 35 0 20 0 6 0 54 0 26 0 38 0 7 0 2
Mae S4C yn darlledu.	1 0 47 0 70 0 3 0 4 0 22 0 56 0 3 0 4 0 53 0 22 0 38 0 6 0 64 0 20 0 54 0 3 0 4 0 22 0 36 0 3 0 30 0 49 0 3 0 38 0 20 0 54 0 6 0 4 0 46 0 23 0 6 0 38 0 32 0 7 0 2
c, a, th.	1 0 4 0 22 0 36 0 8 0 3 0 20 0 8 0 3 0 4 0 22 0 59 0 7 0 2
a i o y.	1 0 20 0 3 0 24 0 3 0 26 0 3 0 30 0 7 0 2
b - c	1 0 4 0 35 0 25 0 3 0 4 0 22 0 36 0 2
y BBC	1 0 30 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 2
y BBC yn dda	1 0 30 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 3 0 30 0 49 0 3 0 4 0 39 0 21 0 2
i BBC Cymru	1 0 24 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 3 0 4 0 36 0 30 0 47 0 6 0 54 0 32 0 2
o BBC Radio	1 0 26 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 3 0 4 0 54 0 20 0 38 0 6 0 63 0 26 0 2
a BBC	1 0 20 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 2
BBC y dydd	1 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 3 0 30 0 3 0 4 0 38 0 33 0 39 0 2
y TTS	1 0 30 0 3 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 2
y CD newydd	1 0 30 0 3 0 56 0 25 0 38 0 4 0 25 0 3 0 4 0 49 0 22 0 6 0 64 0 32 0 39 0 2
Mae y BBC yn dda	1 0 47 0 70 0 3 0 30 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 3 0 30 0 49 0 3 0 4 0 39 0 21 0 2
yr NHS a'r BBC	1 0 30 0 54 0 3 0 22 0 6 0 49 0 23 0 6 0 4 0 60 0 22 0 56 0 3 0 4 0 20 0 54 0 3 0 35 0 25 0 35 0 25 0 56 0 4 0 25 0 2
i	1 0 4 0 24 0 25 0 2
o	1 0 4 0 27 0 27 0 27 0 2
w	1 0 4 0 29 0 2
a	1 0 4 0 21 0 21 0 2
e	1 0 4 0 23 0 23 0 2
u	1 0 4 0 74 0 74 0 2
y	1 0 4 0 30 0 30 0 2
k	1 0 4 0 36 0 23 0 2
K	1 0 4 0 36 0 23 0 2
Es i o Fangor i Gaerdydd.	1 0 4 0 23 0 56 0 3 0 24 0 3 0 26 0 3 0 4 0 40 0 20 0 6 0 51 0 26 0 54 0 3 0 24 0 3 0 4 0 42 0 70 0 54 0 6 0 38 0 32 0 39 0 7 0 2
Dw i'n mynd i'r dref.	1 0 4 0 38 0 29 0 3 0 24 0 49 0 3 0 4 0 47 0 32 0 49 0 38 0 3 0 24 0 54 0 3 0 4 0 38 0 54 0 23 0 40 0 7 0 2
Mae'r ci a'r gath.	1 0 4 0 47 0 70 0 54 0 3 0 4 0 36 0 25 0 3 0 4 0 20 0 54 0 3 0 4 0 42 0 21 0 59 0 7 0 2
mae 5·5 yma	1 0 47 0 70 0 3 0 4 0 53 0 32 0 47 0 53 0 3 0 4 0 53 0 32 0 47 0 53 0 3 0 4 0 30 0 6 0 47 0 20 0 2
pris·da	1 0 4 0 53 0 54 0 25 0 56 0 3 0 4 0 38 0 21 0 2
a·b	1 0 4 0 66 0 3 0 4 0 35 0 25 0 2
AB	1 0 20 0 35 0 2
a·b·c	1 0 4 0 66 0 3 0 4 0 35 0 25 0 3 0 4 0 56 0 25 0 2
ab·cd	1 0 20 0 35 0 3 0 56 0 25 0 38 0 4 0 25 0 2
·da	1 0 4 0 38 0 21 0 2
da·	1 0 4 0 38 0 21 0 2
cath··ci	1 0 4 0 36 0 21 0 59 0 3 0 4 0 36 0 25 0 2
1·2	1 0 4 0 32 0 49 0 3 0 4 0 38 0 69 0 2
·	1 0 2
mae·	1 0 47 0 70 0 2
x·1	1 0 4 0 22 0 36 0 56 0 3 0 4 0 32 0 49 0 2
ie!na	1 0 4 0 63 0 23 0 10 0 3 0 49 0 21 0 2
un;dau	1 0 4 0 32 0 49 0 11 0 3 0 4 0 38 0 69 0 2
cath"ci	1 0 4 0 36 0 21 0 59 0 16 0 3 0 4 0 36 0 25 0 2
ty(bach)	1 0 58 0 32 0 3 0 14 0 4 0 35 0 21 0 37 0 15 0 2
a!(b	1 0 20 0 10 0 3 0 14 0 4 0 35 0 25 0 2
No.10	1 0 49 0 4 0 75 0 7 0 3 0 58 0 4 0 22 0 49 0 2
b-a-ch!na	1 0 4 0 35 0 25 0 8 0 3 0 20 0 8 0 3 0 4 0 22 0 37 0 10 0 3 0 49 0 21 0 2
helo!!!sut	1 0 4 0 43 0 22 0 6 0 45 0 26 0 10 0 10 0 10 0 3 0 4 0 56 0 32 0 58 0 2
a…b	1 0 20 0 18 0 3 0 4 0 35 0 25 0 2
da—da	1 0 4 0 38 0 21 0 19 0 3 0 4 0 38 0 21 0 2
