adnabyddiaeth	20 38 6 49 20 6 4 35 30 39 6 63 70 59
adnewyddiad	20 38 6 49 67 6 4 30 39 6 63 20 38
adobe	20 6 4 38 27 6 35 22
adran	4 20 38 6 54 20 49
adrenalin	20 38 6 54 22 6 4 49 20 6 45 24 49
adroddodd	20 38 6 4 54 27 6 39 26 39
adwaith	4 20 38 6 64 65 59
adwythig	20 6 4 38 73 6 59 24 42
aeddfedu	70 39 6 4 40 23 6 38 32
aelwyd	4 70 6 45 73 38
aerwy	4 70 6 54 73
af	4 21 40
afanc	4 21 6 40 20 51 36
affrig	4 20 41 6 54 24 42
aflafar	20 40 6 4 45 21 6 40 20 54
aflonyddu	20 40 6 45 26 6 4 49 30 6 39 32
afradlonedd	20 40 6 54 20 38 6 4 45 26 6 49 22 39
afrosgo	20 40 6 4 54 26 56 6 36 26
agenda'r	20 6 4 42 22 49 6 38 20 54
agorais	20 6 4 42 26 6 54 65 56
agorodd	20 6 4 42 26 6 54 26 39
agosaf	20 6 4 42 27 6 56 20 40
ai'n	4 65 49
ailadeiladwyd	65 6 45 20 6 38 66 6 4 45 21 6 38 73 38
ailargraffwyd	65 6 45 20 54 6 4 42 54 21 6 41 73 38
ailddechrau	65 45 6 4 39 22 37 6 54 69
ailenwyd	65 6 4 45 22 6 49 73 38
ailgychwyn	65 45 6 4 42 30 6 37 73 49
ailgynhesu	65 45 6 42 30 6 4 50 23 6 56 32
ailsefydlu	65 45 6 56 22 6 4 40 30 38 6 45 32
ailystyried	65 6 45 30 56 6 4 58 30 54 6 63 22 38
alarch	4 20 6 45 20 54 37
albanwyr	20 45 6 4 35 20 6 49 73 54
alcemi	20 45 6 4 36 22 6 47 24
alergaidd	20 6 4 45 22 54 6 42 65 39
all	4 20 46
allanfeydd	20 6 4 46 20 49 6 40 71 39
allem	4 20 6 46 22 47
allgyrsiol	20 46 6 4 42 30 54 6 57 26 45
alltudiaeth	20 46 6 4 58 32 38 6 63 70 59
allu	4 20 6 46 32
allweddau	20 46 6 4 64 23 6 39 69
allyrru	20 6 4 46 30 6 54 32
aloma	20 6 4 45 26 6 47 20
alwad	4 20 45 6 64 20 38
alwodd	4 20 45 6 64 26 39
amaethdy	20 6 4 47 70 59 6 38 32
amaon	20 6 4 47 21 6 26 49
ambell	4 20 47 6 35 22 46
amcangyfrifon	20 47 6 36 20 6 51 30 40 6 4 54 25 6 40 26 49
amdanat	20 47 6 4 38 20 6 49 20 58
amdanynt	20 47 6 4 38 20 6 49 32 49 58
amddiffyniad	20 47 6 39 24 6 4 41 30 49 6 63 20 38
amdo	4 20 47 6 38 26
amerig	20 6 4 47 22 6 54 24 42
amgenach	20 47 6 4 42 22 6 49 20 37
amgylch	4 20 47 6 42 32 45 37
amgylchu'r	20 47 6 4 42 30 45 6 37 32 54
amharodrwydd	20 6 48 20 6 4 54 26 38 6 54 73 39
amherthnasol	20 6 48 22 54 6 4 59 49 21 6 56 26 45
amheuwn	20 6 4 48 71 6 28 49
amhosibl	20 6 4 48 27 6 56 24 35 45
aml	4 20 47 45
amlddewis	20 47 6 4 45 39 67 6 24 56
amlgellog	20 47 6 4 45 42 22 6 46 26 42
amlinelliad	20 47 6 45 24 6 4 49 22 46 6 63 20 38
amlochrog	20 47 6 4 45 26 37 6 54 26 42
amlygid	20 47 6 4 45 30 6 42 24 38
amnewid	20 47 6 4 49 67 6 24 38
amrannau	20 47 6 4 54 20 6 49 69
amryfal	20 47 6 4 54 30 6 40 20 45
amrywiaeth	20 47 6 54 76 6 4 25 6 70 59
amserwch	20 47 6 4 56 22 6 54 28 37
amynedd	20 6 4 47 30 6 49 22 39
anaddas	20 6 4 49 21 6 39 20 56
anadlwn	20 6 4 49 20 38 6 45 28 49
anaerobig	20 6 49 70 6 4 54 27 6 35 24 42
analluog	20 6 49 20 6 4 46 33 6 26 42
anawdurdodedig	20 6 49 77 6 38 32 54 6 38 26 6 4 38 23 6 38 24 42
andwyo	20 49 6 4 38 73 6 26
aneffeithlon	20 6 49 22 6 4 41 66 59 6 45 26 49
anelwn	20 6 4 49 22 6 45 28 49
anesmwyth	20 6 4 49 22 56 6 47 73 59
anfanteisiol	20 49 6 40 20 49 6 4 58 66 6 57 26 45
anfeidraidd	20 49 6 4 40 66 38 6 54 65 39
anffawd	4 20 49 6 41 77 38
anffyddlondeb	20 49 6 41 30 39 6 4 45 26 49 6 38 22 35
anfoesgar	20 49 6 4 40 72 56 6 36 20 54
anfonid	20 49 6 4 40 26 6 49 24 38
anfwriadol	20 49 6 40 28 54 6 4 63 21 6 38 26 45
angenrheidiol	20 6 51 22 49 6 4 55 66 38 6 63 26 45
anghenraid	20 6 4 52 22 49 6 54 65 38
anghofiedig	20 6 52 26 40 6 4 63 23 6 38 24 42
anghofiwyd	20 6 4 52 26 40 6 63 73 38
anghrefydd	20 52 6 4 54 23 6 40 32 39
anghydweld	20 6 4 52 30 38 6 64 22 45 38
anghyffyrddus	20 6 52 30 6 4 41 30 54 6 39 32 56
anghyfreithlon	20 6 52 30 40 6 4 54 66 59 6 45 26 49
anghymodlon	20 6 52 30 6 4 47 26 38 6 45 26 49
anghysondebau	20 6 52 30 6 56 26 49 6 4 38 23 6 35 69
anghytuno	20 6 52 30 6 4 58 32 6 49 26
anglicanaidd	20 51 6 45 24 6 4 36 20 6 49 65 39
angorwyd	20 6 4 51 26 6 54 73 38
anheddiad	20 6 4 50 22 39 6 63 20 38
anhrugarog	20 50 6 54 32 6 4 42 20 6 54 26 42
anhyddysg	20 6 4 50 30 6 39 32 56 36
anial	4 20 49 6 63 20 45
anifeiliaid	20 6 49 24 6 4 40 66 45 6 63 65 38
anlwcus	20 49 6 4 45 28 6 36 32 56
annedd	4 20 6 49 22 39
annheg	4 20 49 6 50 22 42
annibynnol	20 6 49 24 6 4 35 30 6 49 26 45
annigonol	20 6 49 24 6 4 42 26 6 49 26 45
annisgwyl	20 6 4 49 24 56 6 36 73 45
annormal	20 6 4 49 26 54 6 47 20 45
anobeithio	20 6 49 26 6 4 35 66 59 6 63 26
anogai	20 6 4 49 27 6 42 65
anorecsia'n	20 6 49 26 6 4 54 22 36 6 57 20 49
anrhegur	20 49 6 4 55 23 6 42 32 54
anrhywiol	20 49 6 55 76 6 4 25 6 26 45
ansiofi	20 49 6 4 57 27 6 40 24
ansylweddol	20 49 6 56 30 45 6 4 64 23 6 39 26 45
anticlin	20 49 6 4 58 24 36 6 45 24 49
anturus	20 49 6 4 58 32 6 54 32 56
anwadalwch	20 49 6 64 20 6 4 38 20 6 45 28 37
anweddol	20 49 6 4 64 23 6 39 26 45
anwesais	20 49 6 4 64 23 6 56 65 56
anwybodus	20 6 49 73 6 4 35 27 6 38 32 56
anwyldeb	20 6 4 49 73 45 6 38 22 35
anystwythder	20 6 49 30 56 6 4 58 73 59 6 38 22 54
apeliai	20 6 4 53 22 45 6 63 65
apothecari	20 6 53 26 6 59 22 6 4 36 20 6 54 24
arabiaid	20 6 4 54 20 35 6 63 65 38
arafu	20 6 4 54 21 6 40 32
aran	4 20 6 54 20 49
arbenigedd	20 54 6 35 22 6 4 49 25 6 42 22 39
arberth	4 20 54 6 35 22 54 59
arcêd	4 20 54 6 36 23 38
archebir	20 54 6 4 37 23 6 35 24 54
archfarchnad	20 54 6 4 37 40 20 54 6 37 49 20 38
archodd	4 20 54 6 37 26 39
archwilio	20 54 6 4 37 64 24 45 6 63 26
archwilydd	20 54 6 4 37 64 24 6 45 32 39
arddangosfa	20 54 6 39 20 6 4 51 26 56 6 40 20
arddel	4 20 54 6 39 22 45
arddu	4 20 54 6 39 32
ardraws	4 20 54 6 38 54 77 56
areithwyr	20 6 4 54 66 6 59 73 54
arestio	20 6 4 54 22 56 6 58 63 26
arfarnu	20 54 6 4 40 20 54 6 49 32
arferedig	20 54 6 40 22 6 4 54 23 6 38 24 42
arferwyd	20 54 6 4 40 22 6 54 73 38
argaeau	20 54 6 4 42 70 6 69
arglwyddiaethau	20 54 6 42 45 73 39 6 4 63 70 6 59 69
argraff	4 20 54 6 42 54 20 41
argraffur	20 54 6 4 42 54 21 6 41 32 54
argyfyngau	20 54 6 42 30 6 4 40 30 6 51 69
argyhoeddir	20 54 6 42 30 6 4 43 72 6 39 24 54
argymhellwyd	20 54 6 42 30 6 4 48 22 6 46 73 38
arhosai	20 6 4 55 27 6 56 65
arhoswn	20 6 4 55 27 6 56 28 49
ariannol	20 54 6 4 63 20 6 49 26 45
aristocrataidd	20 6 54 24 56 6 58 26 36 6 4 54 20 6 58 65 39
arloesi	20 54 6 4 45 72 6 56 24
arlunydd	20 54 6 4 45 32 6 49 32 39
armada	20 54 6 4 47 21 6 38 20
arni	4 20 54 6 49 24
arnon	4 20 54 6 49 26 49
arogleuon	20 6 54 26 42 6 4 45 71 6 26 49
arolygir	20 6 54 26 6 4 45 30 6 42 24 54
arosasant	20 6 54 26 6 4 56 21 6 56 20 49 58
arsyllfa	20 54 6 4 56 30 46 6 40 20
arthrol	4 20 54 6 59 54 26 45
aruthr	4 20 6 54 32 59 54
arweiniad	20 54 6 4 64 66 49 6 63 20 38
arweinlyfr	20 54 6 4 64 66 49 6 45 32 40 54
arwerthwyr	20 54 6 4 64 22 54 6 59 73 54
arwyddair	20 6 4 54 73 6 39 65 54
arwyddwyd	20 6 4 54 73 6 39 73 38
arysgrif	20 6 4 54 30 56 6 36 54 24 40
asedau	20 6 4 56 23 6 38 69
asesiadau	20 6 56 22 6 4 57 21 6 38 69
asffalt	4 20 56 6 41 20 45 58
asiantaethau	20 6 57 20 49 6 4 58 70 6 59 69
asthma	4 20 56 6 59 47 20
astudio'r	20 56 6 4 58 32 38 6 63 26 54
at	4 20 58
atalnodi	20 6 58 20 45 6 4 49 27 6 38 24
atebir	20 6 4 58 23 6 35 24 54
ategais	20 6 4 58 23 6 42 65 56
atelir	20 6 4 58 22 6 45 24 54
atgoffodd	20 58 6 4 42 27 6 41 26 39
atgyfnerthir	20 58 6 42 30 40 6 4 49 22 54 6 59 24 54
atgynhyrchwyd	20 58 6 42 30 6 4 50 30 54 6 37 73 38
athletaidd	20 59 6 4 45 22 6 58 65 39
athrawiaethau	20 59 6 54 77 6 24 6 4 70 6 59 69
athronwyr	20 59 6 4 54 26 6 49 73 54
atie	4 20 58 6 63 22
atodi	20 6 4 58 27 6 38 24
atomau	20 6 4 58 26 6 47 69
atyn	4 20 6 58 32 49
aubrey	4 69 35 6 54 71
awdl	4 77 38 45
awdurdodi	77 6 38 32 54 6 4 38 27 6 38 24
awelon	77 6 4 22 6 45 26 49
awgrymai	77 42 6 4 54 30 6 47 65
awgrymir	77 42 6 4 54 30 6 47 24 54
awron	4 77 6 54 26 49
awydd	4 77 6 32 39
awyriad	77 6 4 30 54 6 63 20 38
babandod	35 20 6 4 35 20 49 6 38 26 38
bach	4 35 21 37
bachodd	4 35 21 6 37 26 39
baco	4 35 20 6 36 26
badell	4 35 21 6 38 22 46
baen	4 35 70 49
baganiaid	35 20 6 4 42 20 49 6 63 65 38
baglau	4 35 20 42 6 45 69
bair	4 35 65 54
balchder	4 35 20 45 6 37 38 22 54
balmant	4 35 20 45 6 47 20 49 58
banadl	4 35 20 6 49 20 38 45
bancwr	4 35 20 51 6 36 28 54
baneli	35 20 6 4 49 22 6 45 24
bannu	4 35 20 6 49 32
bar	4 35 20 54
barasiwt	35 20 6 4 54 20 6 57 28 58
barbariaid	35 20 54 6 4 35 20 54 6 63 65 38
barchu	4 35 20 54 6 37 32
barddas	4 35 20 54 6 39 20 56
barfog	4 35 20 54 6 40 26 42
barhaodd	35 20 6 4 55 21 6 26 39
baris	4 35 20 6 54 24 56
barnwr	4 35 20 54 6 49 28 54
barrau	4 35 20 6 54 69
barthau	4 35 20 54 6 59 69
baru	4 35 20 6 54 32
base	4 35 21 6 56 22
basgeg	4 35 20 56 6 36 22 42
basn	4 35 20 56 49
bath	4 35 21 59
baton	4 35 20 6 58 26 49
bawd	4 35 77 38
bechan	4 35 23 6 37 20 49
becynnau	35 22 6 4 36 30 6 49 69
beddrod	4 35 22 39 6 54 26 38
bedwaredd	35 22 38 6 4 64 20 6 54 22 39
bedyddio	35 22 6 4 38 30 39 6 63 26
beiau	4 35 66 6 69
beichiogrwydd	35 66 37 6 4 63 26 42 6 54 73 39
beiddio	4 35 66 39 6 63 26
beintior	4 35 66 49 6 58 63 26 54
beirniad	4 35 66 54 6 49 63 20 38
beirniadur	35 66 54 6 4 49 63 21 6 38 32 54
bêl	4 35 23 45
bellaf	4 35 22 6 46 20 40
benawdau	35 22 6 4 49 77 6 38 69
bencampwr	35 22 51 6 4 36 20 47 6 53 28 54
benderfynodd	35 22 49 6 38 22 54 6 4 40 30 6 49 26 39
bendithio	35 22 49 6 4 38 24 59 6 63 26
bengal	4 35 22 6 51 20 45
benllanw	35 22 49 6 4 46 20 6 49 28
bennawd	4 35 22 6 49 77 38
benodedig	35 22 6 49 26 6 4 38 23 6 38 24 42
benodwyd	35 22 6 4 49 27 6 38 73 38
benthyciad	35 22 49 6 4 59 30 36 6 63 20 38
bentyrrau	35 22 49 6 4 58 30 6 54 69
benyw	4 35 22 6 49 76
berchenogion	35 22 54 6 37 22 6 4 49 26 42 6 63 26 49
berfau	4 35 22 54 6 40 69
beristalsis	35 22 6 54 24 56 6 4 58 20 45 6 56 24 56
berpendicwlar	35 22 54 6 53 22 49 6 38 24 6 4 36 28 6 45 20 54
berswadio	35 22 54 6 4 56 64 20 38 6 63 26
berthynol	35 22 54 6 4 59 30 6 49 26 45
berwid	4 35 22 54 6 64 24 38
beryglon	35 22 6 4 54 30 42 6 45 26 49
betalau	35 22 6 4 58 20 6 45 69
bether	4 35 23 6 59 22 54
betryal	35 22 58 6 4 54 30 6 20 45
beulah	4 35 71 6 45 20 43
biau'r	4 35 63 69 54
bidio	4 35 24 38 6 63 26
bihafio	35 24 6 4 43 20 40 6 63 26
biliynau	35 24 45 6 4 63 30 6 49 69
bîns	4 35 25 49 56
biotechnoleg	35 63 26 6 58 22 37 6 4 49 26 6 45 22 42
bitsh	4 35 24 58 56 43
biwrocratiaid	35 63 28 6 54 26 36 6 4 54 20 58 6 63 65 38
blaengar	4 35 45 70 6 51 20 54
blaenoriaeth	35 45 70 6 4 49 26 54 6 63 70 59
blaguro	35 45 20 6 4 42 32 6 54 26
blanhigfa	35 45 20 6 4 50 24 42 6 40 20
blastig	4 35 45 20 56 6 58 24 42
blât	4 35 45 21 58
bleddyn	4 35 45 23 6 39 32 49
bleidleisiai	35 45 66 38 6 4 45 66 6 57 65
blêr	4 35 45 23 54
bletio	4 35 45 22 58 6 63 26
blinder	4 35 45 24 49 6 38 22 54
blismon	4 35 45 24 56 6 47 26 49
blodau'n	4 35 45 27 6 38 69 49
blodeuo	35 45 26 6 4 38 71 6 26
blodyn	4 35 45 27 6 38 32 49
blues	4 35 45 33 6 22 56
blwyf	4 35 45 73 40
blys	4 35 45 33 56
boblogaidd	35 26 35 6 4 45 27 6 42 65 39
bochlwyd	4 35 26 37 6 45 73 38
bodau	4 35 27 6 38 69
boddi	4 35 27 6 39 24
bodlon	4 35 26 38 6 45 26 49
bodlonwn	35 26 38 6 4 45 26 6 49 28 49
boen	4 35 72 49
bogel	4 35 27 6 42 22 45
boliog	4 35 26 45 6 63 26 42
bolynomial	35 26 6 45 30 6 4 49 26 47 6 63 20 45
boncyff	4 35 26 51 6 36 32 41
boneddigeiddrwydd	35 26 6 49 22 6 39 24 6 4 42 66 39 6 54 73 39
bonion	4 35 26 49 6 63 26 49
bontnewydd	35 26 49 6 4 58 49 67 6 32 39
bopeth	4 35 26 6 53 22 59
borderi	35 26 54 6 4 38 22 6 54 24
bori	4 35 26 6 54 24
borthmadog	35 26 54 6 4 59 47 21 6 38 26 42
bosibiliadau	35 26 6 56 24 6 35 24 45 6 4 63 21 6 38 69
bostfeistr	4 35 26 56 6 58 40 66 56 58 54
botes	4 35 26 6 58 22 56
bowel	4 35 75 6 22 45
brac	4 35 54 20 36
bradwyr	4 35 54 21 6 38 73 54
bragod	4 35 54 21 6 42 26 38
bram	4 35 54 20 47
bras	4 35 54 21 56
brat	4 35 54 20 58
bratiau	4 35 54 20 58 6 63 69
brawdlys	4 35 54 77 38 6 45 32 56
brech	4 35 54 23 37
brefu	4 35 54 23 6 40 32
breichled	4 35 54 66 37 6 45 22 38
breintiau	4 35 54 66 49 6 58 63 69
brenhinoedd	35 54 22 6 4 50 24 6 49 72 39
brentford	4 35 54 22 49 6 58 40 26 54 38
bresgripsiwn	35 54 22 56 6 4 36 54 24 53 6 57 28 49
brethynnau	35 54 22 6 4 59 30 6 49 69
breuddwydiol	35 54 71 6 4 39 73 38 6 63 26 45
bricsen	4 35 54 24 36 6 56 22 49
bridwerth	4 35 54 24 38 6 64 22 54 59
briff	4 35 54 25 41
brifysgol	35 54 24 6 4 40 30 56 6 36 26 45
brigyn	4 35 54 25 6 42 32 49
briod	4 35 54 63 27 38
briodoldeb	35 54 63 26 6 4 38 26 45 6 38 22 35
brisio	4 35 54 24 6 57 26
brithylliaid	35 54 24 6 4 59 30 46 6 63 65 38
briwsionyn	35 54 63 28 6 4 57 26 6 49 32 49
brodio	4 35 54 26 38 6 63 26
broffesiynol	35 54 26 6 41 22 6 4 57 30 6 49 26 45
brofi	4 35 54 27 6 40 24
brofwyd	4 35 54 27 6 40 73 38
bromin	4 35 54 26 6 47 24 49
brosesau	35 54 26 6 4 56 23 6 56 69
brown	4 35 54 75 49
brwdfrydig	35 54 28 38 6 4 40 54 30 6 38 24 42
brwydro	4 35 54 73 38 6 54 26
brychni	4 35 54 30 37 6 49 24
bryderus	35 54 30 6 4 38 22 6 54 32 56
brydlon	4 35 54 30 38 6 45 26 49
bryn	4 35 54 32 49
bryncoch	4 35 54 30 51 6 36 26 37
brynhawn	4 35 54 30 6 50 77 49
brynsiencyn	35 54 30 49 6 4 57 22 51 6 36 32 49
brynwyr	4 35 54 30 6 49 73 54
brysiwch	4 35 54 30 6 57 28 37
brywes	4 35 54 76 6 22 56
buasai'n	35 32 6 4 21 6 56 65 49
buasid	35 32 6 4 21 6 56 24 38
buchod	4 35 33 6 37 26 38
buddiannau	35 32 39 6 4 63 20 6 49 69
buddug	4 35 33 6 39 32 42
budron	4 35 32 38 6 54 26 49
bugunad	35 32 6 4 42 32 6 49 20 38
bunnoedd	4 35 32 6 49 72 39
bupur	4 35 32 6 53 32 54
busnesau	35 32 56 6 4 49 23 6 56 69
butetown	35 32 6 4 58 22 6 58 75 49
bwci	4 35 28 6 36 24
bwerus	4 35 64 22 6 54 32 56
bwlchgwyn	4 35 28 45 6 37 42 73 49
bwlian	4 35 28 45 6 63 20 49
bwnc	4 35 28 51 36
bwriad	4 35 28 54 6 63 20 38
bwriadwn	35 28 54 6 4 63 21 6 38 28 49
bwrir	4 35 28 6 54 24 54
bwrw	4 35 28 6 54 28
bŵts	4 35 29 58 56
bwydor	4 35 73 6 38 26 54
bwyleg	4 35 73 6 45 22 42
bwyntio	4 35 73 49 6 58 63 26
bwyso	4 35 73 6 56 26
bwytai	4 35 73 6 58 65
bybls	4 35 32 35 45 56
bydda	4 35 30 6 39 20
byddan	4 35 30 6 39 20 49
byddech	4 35 30 6 39 22 37
byddid	4 35 30 6 39 24 38
bydeang	35 30 6 4 38 23 6 20 51
bydwreigiaeth	35 30 6 38 28 6 4 54 66 42 6 63 70 59
bygythiol	35 30 6 4 42 30 59 6 63 26 45
byllau	4 35 30 6 46 69
bynciaur	4 35 30 51 6 36 63 69 54
byrbrydau	35 30 54 6 4 35 54 30 6 38 69
byrfyfyr	35 30 54 6 4 40 30 6 40 32 54
byrstio	4 35 30 54 6 56 58 63 26
bysellau	35 30 6 4 56 22 6 46 69
bysus	4 35 30 6 56 32 56
bythod	4 35 30 6 59 26 38
bywgraffiad	35 76 42 6 4 54 20 41 6 63 20 38
bywoliaeth	35 76 6 4 26 45 6 63 70 59
caban	4 36 21 6 35 20 49
caboledig	36 20 6 35 26 6 4 45 23 6 38 24 42
cadach	4 36 21 6 38 20 37
cadarnhau'r	36 20 6 4 38 20 54 6 50 69 54
cadeiryddion	36 20 6 38 66 6 4 54 30 39 6 63 26 49
cadnant	4 36 20 38 6 49 20 49 58
cadwa	4 36 20 38 6 64 20
cadwi	4 36 20 38 6 64 24
cadwyn	4 36 21 6 38 73 49
caeais	4 36 70 6 65 56
caen	4 36 70 49
caereinion	36 70 6 4 54 66 49 6 63 26 49
caerloyw	36 70 54 6 4 45 27 6 76
caethglud	4 36 70 59 6 42 45 32 38
caets	4 36 70 58 56
caffi	4 36 21 6 41 24
cai	4 36 65
caint	4 36 65 49 58
caleb	4 36 20 6 45 22 35
calennig	36 20 6 4 45 22 6 49 24 42
calla	4 36 20 6 46 20
calonogi	36 20 6 45 26 6 4 49 27 6 42 24
camddarllen	36 20 47 6 4 39 20 54 6 46 22 49
camdriniaeth	36 20 47 6 4 38 54 24 49 6 63 70 59
camfarnu	36 20 47 6 4 40 20 54 6 49 32
camlesi	36 20 47 6 4 45 23 6 56 24
campwaith	4 36 20 47 6 53 64 65 59
camweddau	36 20 47 6 4 64 23 6 39 69
canai	4 36 20 6 49 65
caneuon	36 20 6 4 49 71 6 26 49
canfyddiadau	36 20 49 6 40 30 39 6 4 63 21 6 38 69
canghennau'n	36 20 6 4 52 22 6 49 69 49
caniatâi	36 20 49 6 4 63 20 6 58 65
caniau	4 36 20 49 6 63 69
canlyniadau	36 20 49 6 45 30 49 6 4 63 21 6 38 69
canmoliaeth	36 20 49 6 4 47 26 45 6 63 70 59
canol	4 36 20 6 49 26 45
canolbwyntio	36 20 6 49 26 45 6 4 35 73 49 6 58 63 26
canolfannau	36 20 6 49 26 45 6 4 40 20 6 49 69
canon	4 36 20 6 49 26 49
canrannau	36 20 49 6 4 54 20 6 49 69
cant	4 36 20 49 58
canu	4 36 20 6 49 32
canys	4 36 20 6 49 32 56
capelwyr	36 20 6 4 53 22 6 45 73 54
caradog	36 20 6 4 54 21 6 38 26 42
carbon	4 36 20 54 6 35 26 49
carcharu	36 20 54 6 4 37 20 6 54 32
cardigan	36 20 54 6 4 38 25 6 42 20 49
cared	4 36 20 6 54 22 38
caren	4 36 20 6 54 22 49
caribî	36 20 6 4 54 25 6 35 25
carlam	4 36 20 54 6 45 20 47
carn	4 36 20 54 49
carol	4 36 20 6 54 26 45
carpiog	4 36 20 54 6 53 63 26 42
carthen	4 36 20 54 6 59 22 49
cartref	4 36 20 54 6 58 54 22 40
cartŵns	4 36 20 54 6 58 29 49 56
carwriaethol	36 20 6 54 28 54 6 4 63 70 6 59 26 45
casáur	4 36 21 6 56 69 54
casgliad	4 36 20 56 6 36 45 63 20 38
casglwr	4 36 20 56 6 36 45 28 54
cast	4 36 20 56 58
castio	4 36 20 56 6 58 63 26
catalog	36 20 6 4 58 20 6 45 26 42
categorïau	36 20 6 58 22 6 4 42 26 54 6 63 69
catraeth	4 36 20 58 6 54 70 59
cawg	4 36 77 42
cawsai	4 36 77 6 56 65
cebl	4 36 22 35 45
cedwid	4 36 22 38 6 64 24 38
cefndiroedd	36 22 40 6 4 49 38 24 6 54 72 39
cefnog	4 36 22 40 6 49 26 42
cefnogwr	36 22 40 6 4 49 27 6 42 28 54
cegau	4 36 23 6 42 69
ceidwad	4 36 66 38 6 64 20 38
ceinciau	4 36 66 51 6 36 63 69
ceinwen	4 36 66 49 6 64 22 49
ceisia	4 36 66 6 57 20
ceisid	4 36 66 6 56 24 38
ceisiwyd	4 36 66 6 57 73 38
celfydd	4 36 22 45 6 40 32 39
cellweirus	36 22 46 6 4 64 66 6 54 32 56
celwyddau	36 22 6 4 45 73 6 39 69
cemegau	36 22 6 4 47 23 6 42 69
cen	4 36 22 49
cenedlaethol	36 22 6 49 22 38 6 4 45 70 6 59 26 45
cenfaint	4 36 22 49 6 40 65 49 58
cenhadwr	36 22 6 4 50 21 6 38 28 54
cenllysg	4 36 22 49 6 46 32 56 36
cerbydau	36 22 54 6 4 35 30 6 38 69
cerddasant	36 22 54 6 4 39 21 6 56 20 49 58
cerddodd	4 36 22 54 6 39 26 39
cerddwch	4 36 22 54 6 39 28 37
cerfiwyd	4 36 22 54 6 40 63 73 38
cernioge	36 22 54 6 4 49 63 27 6 42 22
cert	4 36 22 54 58
cês	4 36 23 56
cethin	4 36 23 6 59 24 49
cewri	4 36 67 6 54 24
chadeiriau	37 20 6 4 38 66 54 6 63 69
chadwraeth	37 20 6 4 38 28 6 54 70 59
chaerau	4 37 70 6 54 69
chaffi	4 37 21 6 41 24
chalanmai	37 20 6 4 45 20 49 6 47 65
cham	4 37 20 47
champ	4 37 20 47 53
chanddi	4 37 20 49 6 39 24
changhennau	37 20 6 4 52 22 6 49 69
chanllawiau	37 20 49 6 46 77 6 4 25 6 69
chanolbwyntio	37 20 6 49 26 45 6 4 35 73 49 6 58 63 26
chanopi	37 20 6 4 49 26 6 53 24
chanu	4 37 20 6 49 32
char	4 37 20 54
charedigrwydd	37 20 6 54 22 6 4 38 24 42 6 54 73 39
charthffosiaeth	37 20 54 6 4 59 41 26 6 57 70 59
chas	4 37 21 56
chasnewydd	37 20 56 6 4 49 67 6 32 39
chaur	4 37 69 54
chawsoch	4 37 77 6 56 26 37
cheffylau	37 22 6 4 41 30 6 45 69
chefnogwyr	37 22 40 6 4 49 27 6 42 73 54
cheir	4 37 66 54
chelf	4 37 22 45 40
chemeg	4 37 22 6 47 22 42
cherbyd	4 37 22 54 6 35 32 38
cherddorfa	37 22 54 6 4 39 26 54 6 40 20
cherrig	4 37 22 6 54 24 42
chi'r	4 37 24 54
chiniawyr	37 24 49 6 4 63 77 6 32 54
chladdu	4 37 45 21 6 39 32
chleisiau	4 37 45 66 6 57 69
