A55.	1 0 20 0 3 0 4 0 53 0 32 0 47 0 3 0 4 0 38 0 23 0 42 0 3 0 4 0 53 0 32 0 47 0 53 0 7 0 2
HMS.	1 0 4 0 66 0 60 0 3 0 4 0 22 0 47 0 3 0 4 0 22 0 56 0 7 0 2
API.	1 0 66 0 53 0 25 0 4 0 65 0 7 0 2
TTS.	1 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 7 0 2
USA.	1 0 63 0 4 0 29 0 6 0 4 0 22 0 6 0 56 0 4 0 66 0 7 0 2
Mae'r API yn barod.	1 0 4 0 47 0 70 0 54 0 3 0 66 0 53 0 25 0 4 0 65 0 3 0 30 0 49 0 3 0 4 0 35 0 20 0 6 0 54 0 26 0 38 0 7 0 2
Mae S4C yn darlledu.	1 0 47 0 70 0 3 0 4 0 22 0 56 0 3 0 4 0 53 0 22 0 38 0 6 0 64 0 20 0 54 0 3 0 4 0 22 0 36 0 3 0 30 0 49 0 3 0 38 0 20 0 54 0 6 0 4 0 46 0 23 0 6 0 38 0 32 0 7 0 2
c, a, th.	1 0 4 0 22 0 36 0 8 0 3 0 20 0 8 0 3 0 4 0 22 0 59 0 7 0 2
a i o y.	1 0 20 0 3 0 24 0 3 0 26 0 3 0 30 0 7 0 2
b - c	1 0 4 0 35 0 25 0 8 0 3 0 4 0 22 0 36 0 2
y BBC	1 0 30 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 2
y BBC yn dda	1 0 30 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 3 0 30 0 49 0 3 0 4 0 39 0 21 0 2
i BBC Cymru	1 0 24 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 3 0 4 0 36 0 30 0 47 0 6 0 54 0 32 0 2
o BBC Radio	1 0 26 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 3 0 4 0 54 0 20 0 38 0 6 0 63 0 26 0 2
a BBC	1 0 20 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 2
BBC y dydd	1 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 3 0 30 0 3 0 4 0 38 0 33 0 39 0 2
y TTS	1 0 30 0 3 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 2
y CD newydd	1 0 30 0 3 0 56 0 4 0 25 0 6 0 38 0 4 0 25 0 3 0 4 0 49 0 22 0 6 0 64 0 32 0 39 0 2
Mae y BBC yn dda	1 0 47 0 70 0 3 0 30 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 3 0 30 0 49 0 3 0 4 0 39 0 21 0 2
yr NHS a'r BBC	1 0 30 0 54 0 3 0 22 0 6 0 49 0 23 0 6 0 4 0 60 0 22 0 56 0 3 0 4 0 20 0 54 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 2
i	1 0 4 0 24 0 25 0 2
o	1 0 4 0 27 0 27 0 27 0 2
w	1 0 4 0 29 0 2
a	1 0 4 0 21 0 21 0 2
e	1 0 4 0 23 0 23 0 2
u	1 0 4 0 74 0 74 0 2
y	1 0 4 0 30 0 30 0 2
k	1 0 4 0 36 0 23 0 2
K	1 0 4 0 36 0 23 0 2
Es i o Fangor i Gaerdydd.	1 0 4 0 23 0 56 0 3 0 24 0 3 0 26 0 3 0 4 0 40 0 20 0 6 0 51 0 26 0 54 0 3 0 24 0 3 0 4 0 42 0 70 0 54 0 6 0 38 0 32 0 39 0 7 0 2
Dw i'n mynd i'r dref.	1 0 4 0 38 0 29 0 3 0 24 0 49 0 3 0 4 0 47 0 32 0 49 0 38 0 3 0 24 0 54 0 3 0 4 0 38 0 54 0 23 0 40 0 7 0 2
Mae'r ci a'r gath.	1 0 4 0 47 0 70 0 54 0 3 0 4 0 36 0 25 0 3 0 4 0 20 0 54 0 3 0 4 0 42 0 21 0 59 0 7 0 2
mae 5·5 yma	1 0 47 0 70 0 3 0 4 0 53 0 32 0 47 0 53 0 3 0 4 0 53 0 32 0 47 0 53 0 3 0 4 0 30 0 6 0 47 0 20 0 2
pris·da	1 0 4 0 53 0 54 0 25 0 56 0 3 0 4 0 38 0 21 0 2
a·b	1 0 4 0 66 0 3 0 4 0 35 0 25 0 2
AB	1 0 20 0 35 0 2
a·b·c	1 0 4 0 66 0 3 0 4 0 35 0 25 0 3 0 4 0 56 0 25 0 2
ab·cd	1 0 20 0 35 0 3 0 56 0 4 0 25 0 6 0 38 0 4 0 25 0 2
·da	1 0 4 0 38 0 21 0 2
da·	1 0 4 0 38 0 21 0 2
cath··ci	1 0 4 0 36 0 21 0 59 0 3 0 4 0 36 0 25 0 2
1·2	1 0 4 0 32 0 49 0 3 0 4 0 38 0 69 0 2
·	1 0 2
mae·	1 0 47 0 70 0 2
x·1	1 0 4 0 22 0 36 0 56 0 3 0 4 0 32 0 49 0 2
ie!na	1 0 4 0 63 0 23 0 10 0 3 0 49 0 21 0 2
un;dau	1 0 4 0 32 0 49 0 11 0 3 0 4 0 38 0 69 0 2
cath"ci	1 0 4 0 36 0 21 0 59 0 16 0 3 0 4 0 36 0 25 0 2
ty(bach)	1 0 58 0 32 0 8 0 3 0 4 0 35 0 21 0 37 0 2
a!(b	1 0 20 0 10 0 3 0 4 0 35 0 25 0 2
No.10	1 0 49 0 4 0 75 0 7 0 3 0 58 0 4 0 22 0 49 0 2
b-a-ch!na	1 0 4 0 35 0 25 0 8 0 3 0 20 0 8 0 3 0 4 0 22 0 37 0 10 0 3 0 49 0 21 0 2
helo!!!sut	1 0 4 0 43 0 22 0 6 0 45 0 26 0 10 0 3 0 4 0 56 0 32 0 58 0 2
a…b	1 0 20 0 8 0 3 0 4 0 35 0 25 0 2
da—da	1 0 4 0 38 0 21 0 8 0 3 0 4 0 38 0 21 0 2
1 o 1. 1 of 1	1 0 4 0 32 0 49 0 3 0 26 0 3 0 4 0 32 0 49 0 7 0 3 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 64 0 4 0 30 0 49 0 2
1 o 1, 1 of 1	1 0 4 0 32 0 49 0 3 0 26 0 3 0 4 0 32 0 49 0 8 0 3 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 64 0 4 0 30 0 49 0 2
Tudalen 1 o 3, Page 1 of 3	1 0 58 0 32 0 6 0 4 0 38 0 20 0 6 0 45 0 22 0 49 0 3 0 4 0 32 0 49 0 3 0 26 0 3 0 4 0 58 0 54 0 25 0 8 0 3 0 53 0 4 0 66 0 44 0 3 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 59 0 54 0 4 0 25 0 2
Battery. 45%.	1 0 35 0 4 0 20 0 6 0 58 0 34 0 6 0 25 0 7 0 3 0 41 0 4 0 27 0 54 0 6 0 58 0 25 0 3 0 41 0 4 0 65 0 40 0 3 0 53 0 34 0 6 0 56 0 4 0 22 0 49 0 58 0 7 0 2
Page 3. Tudalen 3.	1 0 53 0 4 0 66 0 44 0 3 0 59 0 54 0 4 0 25 0 7 0 3 0 58 0 32 0 6 0 4 0 38 0 20 0 6 0 45 0 22 0 49 0 3 0 4 0 58 0 54 0 25 0 7 0 2
e.e. 3 peth. 2 things	1 0 4 0 22 0 54 0 3 0 4 0 22 0 51 0 55 0 65 0 41 0 58 0 3 0 4 0 58 0 54 0 25 0 3 0 4 0 53 0 23 0 59 0 7 0 3 0 58 0 4 0 29 0 3 0 59 0 4 0 24 0 51 0 61 0 2
Dr. Jones has 3 cats. Mae 2 gath.	1 0 4 0 38 0 26 0 36 0 6 0 58 0 26 0 54 0 3 0 4 0 44 0 27 0 49 0 56 0 3 0 4 0 43 0 21 0 56 0 3 0 59 0 54 0 4 0 25 0 3 0 36 0 4 0 20 0 58 0 56 0 7 0 3 0 47 0 70 0 3 0 4 0 38 0 69 0 3 0 4 0 42 0 21 0 59 0 7 0 2
Croeso - Welcome, 1 o 3 – 1 of 3	1 0 4 0 36 0 54 0 72 0 6 0 56 0 26 0 8 0 3 0 64 0 4 0 22 0 45 0 6 0 36 0 30 0 47 0 8 0 3 0 4 0 32 0 49 0 3 0 26 0 3 0 4 0 58 0 54 0 25 0 8 0 3 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 59 0 54 0 4 0 25 0 2
It's 3 o'clock	1 0 4 0 24 0 58 0 56 0 3 0 59 0 54 0 4 0 25 0 3 0 30 0 6 0 36 0 45 0 4 0 26 0 36 0 2
3 o'clock	1 0 59 0 54 0 4 0 25 0 3 0 30 0 6 0 36 0 45 0 4 0 26 0 36 0 2
Mae'r 3 yma. Page 3 here!	1 0 4 0 47 0 70 0 54 0 3 0 4 0 58 0 54 0 25 0 3 0 4 0 30 0 6 0 47 0 20 0 7 0 3 0 53 0 4 0 66 0 44 0 3 0 59 0 54 0 4 0 25 0 3 0 43 0 4 0 24 0 54 0 10 0 2
Rhif 1; Number 1: 2 things	1 0 4 0 55 0 25 0 40 0 3 0 4 0 32 0 49 0 11 0 3 0 49 0 4 0 30 0 47 0 6 0 35 0 34 0 3 0 64 0 4 0 30 0 49 0 12 0 3 0 58 0 4 0 29 0 3 0 59 0 4 0 24 0 51 0 61 0 2
Home screen 1 of 3	1 0 43 0 4 0 75 0 47 0 3 0 56 0 36 0 54 0 4 0 25 0 49 0 3 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 59 0 54 0 4 0 25 0 2
Battery, 45%	1 0 35 0 4 0 20 0 6 0 58 0 34 0 6 0 25 0 8 0 3 0 41 0 4 0 27 0 54 0 6 0 58 0 25 0 3 0 41 0 4 0 65 0 40 0 3 0 53 0 34 0 6 0 56 0 4 0 22 0 49 0 58 0 2
y.b. 3. 4 items	1 0 30 0 7 0 3 0 4 0 35 0 25 0 7 0 3 0 4 0 58 0 54 0 25 0 7 0 3 0 41 0 4 0 27 0 54 0 3 0 4 0 65 0 6 0 58 0 30 0 47 0 61 0 2
U.S.A. 3 things. Mae 2 beth	1 0 4 0 74 0 7 0 3 0 4 0 22 0 56 0 7 0 3 0 20 0 7 0 3 0 59 0 54 0 4 0 25 0 3 0 59 0 4 0 24 0 51 0 61 0 7 0 3 0 47 0 70 0 3 0 4 0 38 0 69 0 3 0 4 0 35 0 23 0 59 0 2
1, 1	1 0 4 0 32 0 49 0 8 0 3 0 4 0 32 0 49 0 2
Rhif 1, Rhif 2	1 0 4 0 55 0 25 0 40 0 3 0 4 0 32 0 49 0 8 0 3 0 4 0 55 0 25 0 40 0 3 0 4 0 38 0 69 0 2
£5, diolch	1 0 4 0 53 0 32 0 47 0 3 0 4 0 53 0 32 0 49 0 58 0 8 0 3 0 4 0 38 0 63 0 26 0 45 0 37 0 2
1,,2	1 0 4 0 32 0 49 0 8 0 3 0 4 0 38 0 69 0 2
Mae 3 o'r plant. Show 3 of 4.	1 0 47 0 70 0 3 0 4 0 58 0 54 0 25 0 3 0 4 0 26 0 54 0 3 0 4 0 53 0 45 0 20 0 49 0 58 0 7 0 3 0 57 0 4 0 75 0 3 0 59 0 54 0 4 0 25 0 3 0 4 0 27 0 6 0 40 0 3 0 41 0 4 0 27 0 54 0 7 0 2
1 of 1. 1 o 1	1 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 64 0 4 0 30 0 49 0 7 0 3 0 4 0 32 0 49 0 3 0 26 0 3 0 4 0 32 0 49 0 2
Google Lens button double tap to activate. Techiaith TTS	1 0 42 0 4 0 29 0 42 0 30 0 45 0 3 0 4 0 45 0 22 0 49 0 56 0 3 0 35 0 4 0 30 0 6 0 58 0 30 0 49 0 3 0 38 0 4 0 30 0 6 0 35 0 30 0 45 0 3 0 4 0 58 0 20 0 53 0 3 0 4 0 58 0 27 0 3 0 4 0 20 0 36 0 6 0 58 0 30 0 6 0 40 0 4 0 66 0 58 0 7 0 3 0 4 0 58 0 22 0 37 0 6 0 63 0 65 0 59 0 3 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 2
Techiaith TTS	1 0 4 0 58 0 22 0 37 0 6 0 63 0 65 0 59 0 3 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 2
Techiaith TTS, button, double tap to activate	1 0 4 0 58 0 22 0 37 0 6 0 63 0 65 0 59 0 3 0 58 0 25 0 6 0 58 0 25 0 6 0 4 0 22 0 56 0 8 0 3 0 35 0 4 0 30 0 6 0 58 0 30 0 49 0 8 0 3 0 38 0 4 0 30 0 6 0 35 0 30 0 45 0 3 0 4 0 58 0 20 0 53 0 3 0 4 0 58 0 27 0 3 0 4 0 20 0 36 0 6 0 58 0 30 0 6 0 40 0 4 0 66 0 58 0 2
Mae'r tywydd yn braf. The weather is fine.	1 0 4 0 47 0 70 0 54 0 3 0 4 0 58 0 30 0 6 0 64 0 32 0 39 0 3 0 30 0 49 0 3 0 4 0 35 0 54 0 21 0 40 0 7 0 3 0 4 0 59 0 23 0 3 0 64 0 4 0 22 0 6 0 39 0 34 0 3 0 4 0 25 0 56 0 3 0 41 0 4 0 65 0 49 0 7 0 2
The weather is fine today and the sun is out. I agree.	1 0 4 0 59 0 23 0 3 0 64 0 4 0 22 0 6 0 39 0 34 0 3 0 4 0 25 0 56 0 3 0 41 0 4 0 65 0 49 0 3 0 58 0 30 0 6 0 38 0 4 0 66 0 3 0 4 0 20 0 49 0 38 0 3 0 4 0 59 0 23 0 3 0 56 0 4 0 30 0 49 0 3 0 4 0 25 0 56 0 3 0 4 0 77 0 58 0 7 0 3 0 24 0 3 0 30 0 6 0 42 0 54 0 4 0 25 0 7 0 2
Iawn. OK. Da. Fine.	1 0 4 0 63 0 77 0 49 0 7 0 3 0 4 0 75 0 6 0 36 0 4 0 66 0 7 0 3 0 4 0 38 0 21 0 7 0 3 0 41 0 4 0 65 0 49 0 7 0 2
Croeso - Welcome, 1 o 3 – 1 of 3. Diolch.	1 0 4 0 36 0 54 0 72 0 6 0 56 0 26 0 8 0 3 0 64 0 4 0 22 0 45 0 6 0 36 0 30 0 47 0 8 0 3 0 4 0 32 0 49 0 3 0 26 0 3 0 4 0 58 0 54 0 25 0 8 0 3 0 64 0 4 0 30 0 49 0 3 0 4 0 27 0 6 0 40 0 3 0 59 0 54 0 4 0 25 0 7 0 3 0 4 0 38 0 63 0 26 0 45 0 37 0 7 0 2
Dr. Jones is here. Mae Dr. Jones yma.	1 0 4 0 38 0 26 0 36 0 6 0 58 0 26 0 54 0 3 0 4 0 44 0 27 0 49 0 56 0 3 0 4 0 25 0 56 0 3 0 43 0 4 0 24 0 54 0 7 0 3 0 47 0 70 0 3 0 4 0 38 0 26 0 36 0 6 0 58 0 26 0 54 0 3 0 4 0 44 0 27 0 49 0 56 0 3 0 4 0 30 0 6 0 47 0 20 0 7 0 2
Learn more	1 0 45 0 4 0 34 0 49 0 3 0 4 0 47 0 26 0 6 0 54 0 22 0 2
Read more	1 0 84 0 4 0 25 0 38 0 3 0 4 0 47 0 26 0 6 0 54 0 22 0 2
See all	1 0 56 0 4 0 25 0 3 0 4 0 20 0 46 0 2
Got it	1 0 4 0 42 0 26 0 58 0 3 0 24 0 58 0 2
Not now	1 0 4 0 49 0 26 0 58 0 3 0 4 0 49 0 75 0 2
More options	1 0 4 0 47 0 26 0 6 0 54 0 22 0 3 0 4 0 26 0 53 0 6 0 57 0 30 0 49 0 61 0 2
Turn off	1 0 58 0 31 0 49 0 3 0 4 0 27 0 41 0 2
Log in	1 0 4 0 45 0 26 0 42 0 3 0 24 0 49 0 2
Un taxi	1 0 4 0 32 0 49 0 3 0 58 0 4 0 20 0 36 0 6 0 56 0 25 0 2
Y BBC	1 0 30 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 2
a BBC	1 0 20 0 3 0 35 0 4 0 25 0 6 0 35 0 25 0 6 0 56 0 4 0 25 0 2
Pris y taxi	1 0 4 0 53 0 54 0 25 0 56 0 3 0 30 0 3 0 58 0 4 0 20 0 36 0 6 0 56 0 25 0 2
Dangos mwy	1 0 4 0 38 0 20 0 51 0 6 0 42 0 26 0 56 0 3 0 47 0 73 0 2
c, a, th.	1 0 4 0 22 0 36 0 8 0 3 0 20 0 8 0 3 0 4 0 22 0 59 0 7 0 2
B.	1 0 4 0 35 0 25 0 7 0 2
Cancel	1 0 36 0 4 0 20 0 49 0 6 0 56 0 30 0 45 0 2
Skip	1 0 56 0 36 0 4 0 24 0 53 0 2
the	1 0 4 0 59 0 23 0 2
action	1 0 4 0 20 0 36 0 6 0 58 0 63 0 26 0 49 0 2
AB	1 0 20 0 35 0 2
Mae'r Bank of Wales yn 3 oed	1 0 4 0 47 0 70 0 54 0 3 0 35 0 4 0 20 0 51 0 36 0 3 0 4 0 27 0 6 0 40 0 3 0 64 0 20 0 6 0 45 0 22 0 56 0 3 0 30 0 49 0 3 0 4 0 58 0 54 0 25 0 3 0 4 0 72 0 38 0 2
I agree. Dw i'n cytuno.	1 0 24 0 3 0 30 0 6 0 42 0 54 0 4 0 25 0 7 0 3 0 4 0 38 0 29 0 3 0 24 0 49 0 3 0 36 0 30 0 6 0 4 0 58 0 32 0 6 0 49 0 26 0 7 0 2
Live Recognition	1 0 45 0 4 0 65 0 40 0 3 0 54 0 4 0 22 0 6 0 36 0 30 0 42 0 6 0 49 0 4 0 24 0 6 0 57 0 30 0 49 0 2
Live Text	1 0 45 0 4 0 65 0 40 0 3 0 58 0 4 0 22 0 36 0 56 0 58 0 2
live music	1 0 45 0 4 0 65 0 40 0 3 0 47 0 63 0 4 0 29 0 6 0 61 0 24 0 36 0 2
Go live	1 0 4 0 42 0 27 0 3 0 45 0 4 0 65 0 40 0 2
I live in Bangor	1 0 24 0 3 0 45 0 4 0 24 0 40 0 3 0 24 0 49 0 3 0 4 0 35 0 20 0 51 0 6 0 42 0 26 0 54 0 2
They live here	1 0 39 0 4 0 66 0 3 0 45 0 4 0 24 0 40 0 3 0 43 0 4 0 24 0 54 0 2
